,Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Postal_Code,Age,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_Name
1569,955,2184198,Yes,9,60,E3,60.25,31.12,-18.18,No,No,Male,Direct,9,201301,36,Telangana,15-02-2013,Joined,INFRA,Noida,North
1570,982,2186972,No,2,60,E2,50,47.5,-1.67,No,No,Male,Employee Referral,8,201301,31,Telangana,21-02-2013,Not Joined,INFRA,Noida,North
1571,1072,2195946,No,2,30,E2,12.68,42.86,26.78,No,No,Male,Direct,2,201301,26,Telangana,20-01-2013,Joined,INFRA,Noida,North
1572,1191,2207120,No,2,30,E2,50,287.5,158.33,No,No,Male,Direct,6,201301,29,Telangana,24-02-2013,Joined,INFRA,Noida,North
1573,1295,2213551,No,1,0,E2,32.6,32.6,0,No,Yes,Male,Direct,4,201301,26,Telangana,29-03-2013,Joined,INFRA,Noida,North
1574,1361,2217614,Yes,2,0,E2,35.71,35.71,0,No,No,Male,Employee Referral,5,201301,34,Telangana,19-04-2013,Joined,INFRA,Noida,North
1575,2420,2286875,No,0,30,E2,49.26,49.26,0,No,Yes,Male,Direct,4,201301,27,Telangana,15-07-2013,Joined,INFRA,Noida,North
1576,2627,2323276,Yes,10,30,E1,66.67,83.33,10,No,No,Male,Direct,4,201301,30,Telangana,29-08-2013,Joined,INFRA,Noida,North
1577,2670,2328432,Yes,1,30,E1,39.16,39.16,0,No,No,Male,Direct,2,201301,24,Telangana,07-09-2013,Joined,INFRA,Noida,North
1578,2673,2328458,Yes,0,30,E1,17.86,7.14,-9.09,No,No,Female,Direct,1,201301,24,Telangana,09-09-2013,Joined,INFRA,Noida,North
1579,3023,2357437,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,23,Telangana,17-09-2013,Not Joined,INFRA,Noida,North
1580,3088,2364139,No,0,30,E1,70,125,32.35,No,No,Male,Employee Referral,3,201301,28,Telangana,04-10-2013,Joined,INFRA,Noida,North
1581,3178,2364656,No,3,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Telangana,03-11-2013,Not Joined,INFRA,Noida,North
1582,3185,2364663,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,23,Telangana,06-11-2013,Joined,INFRA,Noida,North
1583,3192,2364691,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Telangana,08-11-2013,Joined,INFRA,Noida,North
1584,3198,2364697,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Telangana,09-11-2013,Not Joined,INFRA,Noida,North
1585,3285,2368395,No,8,30,E2,66.67,66.67,0,No,No,Male,Direct,2,201301,25,Telangana,05-12-2013,Joined,INFRA,Noida,North
1586,3298,2368585,No,5,60,E1,46.67,53.33,4.55,No,No,Male,Agency,1,201301,24,Telangana,08-12-2013,Joined,INFRA,Noida,North
1587,3390,2372644,No,119,30,E0,42.86,42.86,0,No,No,Female,Employee Referral,0,201301,23,Telangana,24-09-2013,Not Joined,INFRA,Noida,North
1588,3452,2378207,No,12,30,E2,45.45,72.73,18.75,No,No,Male,Agency,4,201301,27,Telangana,13-10-2013,Joined,INFRA,Noida,North
1589,3666,2399596,No,3,30,E3,12.92,21.71,7.78,No,No,Male,Direct,6,201301,30,Telangana,05-12-2013,Joined,INFRA,Noida,North
1590,3699,2402862,Yes,44,30,E1,7.64,7.64,0,No,No,Female,Direct,2,201301,26,Telangana,11-12-2013,Joined,INFRA,Noida,North
1591,4308,2452226,Yes,35,90,E2,42.86,95.71,37,No,No,Male,Direct,3,201301,26,Telangana,19-01-2014,Not Joined,INFRA,Noida,North
1592,4500,2464704,No,1,30,E2,31.15,31.15,0,No,No,Male,Agency,5,201301,31,Telangana,26-02-2014,Joined,INFRA,Noida,North
1593,4533,2468833,No,1,0,E1,33.33,20,-10,No,No,Female,Direct,1,201301,23,Telangana,22-12-2013,Joined,INFRA,Noida,North
1594,4562,2469025,Yes,1,30,E1,50,37.5,-8.33,No,No,Female,Agency,1,201301,24,Telangana,30-12-2013,Joined,INFRA,Noida,North
1595,4652,2475009,Yes,86,60,E2,50,56.25,4.17,No,Yes,Male,Direct,3,201301,26,Telangana,14-01-2014,Joined,INFRA,Noida,North
1596,4793,2483403,No,6,90,E3,42.86,42.86,0,No,No,Male,Agency,8,201301,32,Telangana,31-01-2014,Joined,INFRA,Noida,North
1597,4796,2483418,No,9,60,E3,16.67,29.17,10.71,No,No,Male,Direct,10,201301,33,Telangana,01-02-2014,Joined,INFRA,Noida,North
1598,4846,2485643,No,6,90,E2,42.86,42.86,0,No,No,Male,Direct,3,201301,27,Telangana,16-02-2014,Joined,INFRA,Noida,North
1599,4876,2534092,Yes,10,30,E2,19.4,18.82,-0.49,No,No,Male,Direct,6,201301,38,Telangana,23-02-2014,Joined,INFRA,Noida,North
1600,5083,2556167,Yes,5,30,E1,29.63,-7.41,-28.57,No,No,Male,Agency,1,201301,25,Telangana,07-04-2013,Not Joined,INFRA,Noida,North
1601,5091,2556221,No,0,30,E2,21.79,21.79,0,No,No,Male,Agency,5,201301,29,Telangana,15-04-2013,Joined,INFRA,Noida,North
1602,5154,2560658,No,58,30,E2,35,66.67,23.46,No,No,Male,Direct,2,201301,24,Telangana,15-06-2013,Joined,INFRA,Noida,North
1603,5405,2586011,Yes,27,30,E1,32.28,42.86,8,No,No,Female,Agency,1,201301,24,Telangana,26-09-2013,Joined,INFRA,Noida,North
1604,5518,2591211,Yes,24,30,E2,50,50,0,No,No,Female,Direct,3,201301,41,Telangana,10-07-2014,Joined,INFRA,Noida,North
1605,5532,2591566,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,3,201301,28,Telangana,23-07-2014,Joined,INFRA,Noida,North
1606,5925,2618781,No,1,30,E2,25,25,0,No,No,Male,Direct,2,201301,25,Telangana,18-01-2013,Joined,INFRA,Noida,North
1607,6566,2832970,Yes,75,90,E3,13.81,13.81,0,No,No,Male,Employee Referral,9,201301,36,Telangana,08-04-2013,Joined,INFRA,Noida,North
1608,6831,2862136,No,3,30,E1,20,20,0,No,No,Female,Agency,1,201301,27,Telangana,19-06-2013,Joined,INFRA,Noida,North
1609,7072,3034762,Yes,2,30,E2,57.14,42.86,-9.09,No,No,Female,Agency,3,201301,26,Telangana,21-08-2013,Joined,INFRA,Noida,North
1610,7668,3225396,No,18,60,E2,47.37,31.58,-10.71,No,No,Male,Direct,4,201301,27,Telangana,06-11-2013,Joined,INFRA,Noida,North
1611,7701,3225806,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,7,201301,35,Telangana,13-11-2013,Joined,INFRA,Noida,North
1612,8532,3278263,No,0,60,E2,37.04,11.11,-18.92,No,No,Male,Agency,2,201301,25,Telangana,10-12-2013,Joined,INFRA,Noida,North
1613,8685,3287608,Yes,18,60,E1,29.11,29.11,0,No,No,Female,Employee Referral,4,201301,27,Telangana,10-01-2014,Joined,INFRA,Noida,North
1614,9658,3356422,Yes,32,30,E1,50,32.27,-11.82,No,No,Female,Agency,1,201301,34,Telangana,02-07-2013,Joined,INFRA,Noida,North
1615,10006,3385847,No,7,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,6,201301,34,Telangana,17-06-2014,Joined,INFRA,Noida,North
1616,10396,3443070,No,3,0,E2,50,39,-7.33,No,No,Male,Agency,7,201301,34,Telangana,09-02-2013,Joined,INFRA,Noida,North
1617,10415,3443913,No,0,30,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,3,201301,34,Telangana,12-02-2013,Joined,INFRA,Noida,North
1618,10603,3463173,No,0,30,E1,17.65,0,-15,No,No,Male,Direct,3,201301,34,Telangana,27-01-2013,Joined,INFRA,Noida,North
1619,10931,3506541,Yes,11,0,E1,50,-2.5,-35,No,No,Male,Agency,1,201301,34,Telangana,03-04-2013,Not Joined,INFRA,Noida,North
1620,11135,3534047,No,3,0,E2,1.75,1.75,0,No,No,Male,Direct,7,201301,34,Telangana,10-05-2013,Joined,INFRA,Noida,North
1621,11382,3592183,Yes,6,0,E1,42.86,42.86,0,No,No,Male,Direct,0,201301,34,Telangana,20-03-2013,Joined,INFRA,Noida,North
1622,502,2113885,No,2,0,E2,40,50,7.14,No,Yes,Male,Direct,5,201301,32,Bihar,21-07-2013,Joined,INFRA,Noida,North
1623,647,2144343,No,0,60,E2,41.53,65.12,16.67,No,No,Male,Direct,4,201301,26,Bihar,08-07-2014,Joined,INFRA,Noida,North
1624,660,2147577,Yes,3,75,E3,33.69,33.69,0,No,Yes,Male,Employee Referral,8,201301,31,Bihar,23-07-2014,Joined,INFRA,Noida,North
1625,768,2162269,No,1,30,E2,30.95,30.95,0,No,No,Male,Direct,3,201301,25,Bihar,04-07-2014,Joined,INFRA,Noida,North
1626,837,2171315,No,10,30,E2,42.86,57.14,10,No,No,Male,Direct,6,201301,32,Bihar,11-01-2013,Joined,INFRA,Noida,North
1627,965,2185459,Yes,1,60,E2,38.89,37.04,-1.33,No,No,Female,Employee Referral,5,201301,28,Bihar,16-02-2013,Joined,INFRA,Noida,North
1628,1221,2208864,Yes,3,0,E3,9.34,13.55,3.85,No,Yes,Male,Employee Referral,7,201301,36,Bihar,09-03-2013,Joined,INFRA,Noida,North
1629,1241,2210229,Yes,0,45,E2,33.69,33.69,0,No,Yes,Male,Employee Referral,3,201301,28,Bihar,15-03-2013,Joined,INFRA,Noida,North
1630,1334,2215744,Yes,11,30,E2,9.17,9.17,0,No,No,Male,Direct,5,201301,27,Bihar,07-04-2013,Joined,INFRA,Noida,North
1631,1379,2218193,No,16,30,E2,38.3,38.3,0,No,Yes,Male,Employee Referral,3,201301,25,Bihar,22-04-2013,Joined,INFRA,Noida,North
1632,1424,2220465,Yes,9,30,E1,15.74,-16.67,-28,No,No,Male,Agency,1,201301,24,Bihar,03-05-2013,Joined,INFRA,Noida,North
1633,1519,2224118,Yes,60,60,E2,66.67,83.33,10,No,Yes,Male,Employee Referral,4,201301,27,Bihar,19-05-2013,Joined,INFRA,Noida,North
1634,2104,2283219,Yes,40,60,E3,35.59,35.59,0,No,Yes,Male,Direct,6,201301,32,Bihar,28-05-2013,Joined,INFRA,Noida,North
1635,2786,2347714,No,53,60,E3,35,30,-3.7,No,No,Female,Employee Referral,7,201301,31,Bihar,13-07-2013,Joined,INFRA,Noida,North
1636,2792,2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,201301,32,Bihar,15-07-2013,Not Joined,INFRA,Noida,North
1637,2901,2352241,No,0,0,E1,11.11,-16.67,-25,No,No,Female,Direct,1,201301,23,Bihar,14-08-2013,Joined,INFRA,Noida,North
1638,2911,2354306,Yes,0,30,E1,50,50,0,No,No,Male,Agency,2,201301,26,Bihar,16-08-2013,Not Joined,INFRA,Noida,North
1639,3050,2360750,No,1,30,E1,-7.83,-7.83,0,No,No,Male,Direct,3,201301,27,Bihar,24-09-2013,Joined,INFRA,Noida,North
1640,3162,2364639,Yes,5,60,E2,27.5,12.5,-11.76,No,No,Male,Direct,6,201301,29,Bihar,30-10-2013,Joined,INFRA,Noida,North
1641,3181,2364659,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,24,Bihar,04-11-2013,Joined,INFRA,Noida,North
1642,3189,2364667,No,3,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Bihar,07-11-2013,Joined,INFRA,Noida,North
1643,3193,2364692,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,24,Bihar,08-11-2013,Joined,INFRA,Noida,North
1644,3329,2369066,No,0,30,E3,4.17,4.17,0,No,No,Male,Direct,11,201301,35,Bihar,14-12-2013,Joined,INFRA,Noida,North
1645,3391,2372645,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,25,Bihar,25-09-2013,Joined,INFRA,Noida,North
1646,3419,2375487,No,9,60,E2,55.56,55.56,0,No,No,Male,Direct,5,201301,29,Bihar,01-10-2013,Joined,INFRA,Noida,North
1647,4397,2460536,Yes,4,30,E1,60.71,60.71,0,No,No,Male,Direct,4,201301,25,Bihar,30-01-2014,Joined,INFRA,Noida,North
1648,4787,2483361,Yes,0,60,E3,33.36,39.42,4.55,No,No,Male,Agency,8,201301,32,Bihar,30-01-2014,Joined,INFRA,Noida,North
1649,5208,2563125,No,3,30,E2,42.86,42.86,0,No,No,Male,Direct,6,201301,36,Bihar,09-09-2013,Joined,INFRA,Noida,North
1650,5271,2565608,No,7,30,E1,138.1,42.86,-40,No,No,Female,Direct,1,201301,25,Bihar,11-11-2013,Joined,INFRA,Noida,North
1651,5395,2579234,Yes,94,90,E3,19.11,19.11,0,No,No,Male,Agency,6,201301,31,Bihar,25-07-2013,Not Joined,INFRA,Noida,North
1652,5629,2598352,Yes,58,30,E1,66.67,100,20,No,No,Male,Direct,2,201301,25,Bihar,28-06-2014,Joined,INFRA,Noida,North
1653,5651,2598657,No,3,45,E1,3.9,42.86,37.5,No,Yes,Male,Direct,2,201301,27,Bihar,10-07-2014,Joined,INFRA,Noida,North
1654,5748,2608912,Yes,59,60,E2,33.33,40,5,No,No,Male,Direct,5,201301,39,Bihar,22-01-2013,Joined,INFRA,Noida,North
1655,5808,2612108,Yes,41,30,E2,39.53,39.53,0,No,No,Male,Employee Referral,14,201301,33,Bihar,14-02-2013,Joined,INFRA,Noida,North
1656,7061,3034408,No,0,30,E3,11.11,-7.41,-16.67,No,No,Male,Direct,8,201301,35,Bihar,18-08-2013,Joined,INFRA,Noida,North
1657,7125,3040268,Yes,50,90,E3,31.36,23.15,-6.25,No,No,Female,Employee Referral,10,201301,39,Bihar,05-09-2013,Not Joined,INFRA,Noida,North
1658,7177,3040773,No,0,60,E2,50,12.5,-25,No,Yes,Male,Direct,2,201301,28,Bihar,26-06-2013,Joined,INFRA,Noida,North
1659,7277,3046557,No,0,30,E2,40.85,31.43,-6.69,No,No,Male,Direct,6,201301,33,Bihar,25-07-2013,Joined,INFRA,Noida,North
1660,7676,3225603,No,3,30,E1,15.74,0,-13.6,No,Yes,Male,Employee Referral,1,201301,24,Bihar,08-11-2013,Joined,INFRA,Noida,North
1661,7933,3246038,No,0,0,E2,31.94,10.57,-16.2,No,No,Male,Agency,6,201301,34,Bihar,06-10-2013,Joined,INFRA,Noida,North
1662,8128,3251028,Yes,67,60,E3,26.58,30.8,3.33,No,No,Male,Direct,8,201301,36,Bihar,03-12-2013,Joined,INFRA,Noida,North
1663,8592,3283991,No,2,30,E1,50,25,-16.67,No,No,Male,Employee Referral,1,201301,24,Bihar,24-12-2013,Joined,INFRA,Noida,North
1664,8898,3300487,Yes,27,60,E3,32,27.37,-3.5,No,No,Female,Direct,8,201301,32,Bihar,13-02-2014,Joined,INFRA,Noida,North
1665,9874,3381978,Yes,7,45,E1,50,8,-28,No,No,Female,Employee Referral,1,201301,34,Bihar,14-04-2013,Joined,INFRA,Noida,North
1666,10085,3400190,Yes,24,30,E2,80,100,11.11,No,No,Male,Direct,3,201301,34,Bihar,25-07-2014,Joined,INFRA,Noida,North
1667,10245,3423843,Yes,30,60,E2,42.86,42.86,0,No,No,Male,Agency,4,201301,34,Bihar,30-07-2014,Joined,INFRA,Noida,North
1668,10366,3438857,Yes,18,45,E2,42.86,42.86,0,No,No,Male,Agency,7,201301,34,Bihar,02-02-2013,Joined,INFRA,Noida,North
1669,10547,3458305,No,1,45,E1,40,25,-10.71,No,No,Male,Agency,1,201301,34,Bihar,12-01-2013,Joined,INFRA,Noida,North
1670,10844,3497084,No,5,0,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,201301,34,Bihar,26-03-2013,Joined,INFRA,Noida,North
1671,10851,3497412,No,0,30,E1,42.86,60.71,12.5,No,No,Male,Direct,2,201301,34,Bihar,27-03-2013,Joined,INFRA,Noida,North
1672,12072,3714121,No,3,30,E1,53.98,41.14,-8.33,No,No,Male,Employee Referral,2,201301,34,Bihar,19-07-2013,Joined,INFRA,Noida,North
1673,12332,3835433,No,0,30,E1,76.92,53.85,-13.04,No,No,Male,Direct,4,201301,34,Bihar,20-08-2013,Joined,INFRA,Noida,North
1674,361,3300715,Yes,20,60,E2,42.85,42.85,0,No,No,Male,Agency,4,201301,27,Kerala,06-11-2013,Joined,INFRA,Noida,North
1675,383,3347772,Yes,3,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,2,201301,27,Kerala,29-11-2013,Joined,INFRA,Noida,North
1676,767,2161845,No,0,0,E2,47.53,47.53,0,No,Yes,Male,Direct,2,201301,31,Kerala,04-07-2014,Joined,INFRA,Noida,North
1677,1033,2192769,Yes,105,90,E2,42.86,57.14,10,No,No,Female,Direct,4,201301,30,Kerala,07-01-2013,Joined,INFRA,Noida,North
1678,1173,2206089,Yes,1,45,E2,75,62.5,-7.14,No,Yes,Male,Direct,5,201301,28,Kerala,18-02-2013,Joined,INFRA,Noida,North
1679,1360,2217543,No,1,0,E1,50,50,0,No,Yes,Male,Direct,1,201301,27,Kerala,18-04-2013,Joined,INFRA,Noida,North
1680,1642,2226694,No,2,30,E1,70.87,33.73,-21.74,No,No,Male,Employee Referral,3,201301,28,Kerala,01-06-2013,Joined,INFRA,Noida,North
1681,1658,2227169,Yes,38,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,4,201301,28,Kerala,03-06-2013,Joined,INFRA,Noida,North
1682,1861,2281646,Yes,1,90,E3,0.1,0.1,0,No,Yes,Male,Direct,5,201301,28,Kerala,27-04-2013,Joined,INFRA,Noida,North
1683,1947,2282056,No,0,30,E1,28.3,28.3,0,No,Yes,Female,Direct,1,201301,24,Kerala,09-05-2013,Joined,INFRA,Noida,North
1684,2048,2282641,Yes,36,60,E3,42.86,42.86,0,No,No,Male,Direct,8,201301,37,Kerala,23-05-2013,Joined,INFRA,Noida,North
1685,2359,2286163,Yes,63,60,E2,25.19,25.19,0,No,No,Male,Direct,7,201301,32,Kerala,07-07-2013,Joined,INFRA,Noida,North
1686,2511,2301704,No,9,30,E1,33.77,33.77,0,No,No,Male,Direct,2,201301,26,Kerala,01-08-2013,Joined,INFRA,Noida,North
1687,2706,2341276,Yes,27,30,E2,36.36,127.27,66.67,No,No,Male,Agency,5,201301,26,Kerala,25-06-2013,Not Joined,INFRA,Noida,North
1688,2747,2344696,Yes,15,30,E2,15.38,15.38,0,No,No,Male,Direct,5,201301,30,Kerala,05-07-2013,Joined,INFRA,Noida,North
1689,3022,2357436,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Kerala,15-09-2013,Joined,INFRA,Noida,North
1690,3029,2357443,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,24,Kerala,20-09-2013,Not Joined,INFRA,Noida,North
1691,3110,2364207,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,24,Kerala,14-10-2013,Joined,INFRA,Noida,North
1692,3167,2364645,No,3,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,24,Kerala,31-10-2013,Joined,INFRA,Noida,North
1693,3187,2364665,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Kerala,07-11-2013,Joined,INFRA,Noida,North
1694,3204,2364703,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,22,Kerala,11-11-2013,Joined,INFRA,Noida,North
1695,3732,2405705,No,3,30,E3,39.24,39.24,0,No,No,Male,Employee Referral,8,201301,38,Kerala,13-12-2013,Joined,INFRA,Noida,North
1696,4379,2460224,No,0,60,E2,42.86,42.86,0,No,No,Male,Agency,5,201301,28,Kerala,27-01-2014,Joined,INFRA,Noida,North
1697,5104,2556350,Yes,8,30,E3,23.3,23.3,0,No,No,Male,Employee Referral,4,201301,25,Kerala,29-04-2013,Joined,INFRA,Noida,North
1698,5169,2560815,Yes,16,30,E2,33.33,33.33,0,No,No,Female,Employee Referral,2,201301,25,Kerala,03-07-2013,Joined,INFRA,Noida,North
1699,5195,2561321,No,3,90,E3,40,40,0,No,No,Male,Direct,6,201301,48,Kerala,17-08-2013,Joined,INFRA,Noida,North
1700,5372,2578836,Yes,1,30,E2,66.67,94.44,16.67,No,No,Male,Employee Referral,1,201301,24,Kerala,08-04-2013,Joined,INFRA,Noida,North
1701,5501,2590707,Yes,34,30,E3,60,53.33,-4.17,No,No,Male,Direct,7,201301,33,Kerala,28-06-2014,Joined,INFRA,Noida,North
1702,5579,2594401,Yes,31,30,E1,66.67,120,32,No,No,Male,Direct,4,201301,26,Kerala,08-05-2014,Joined,INFRA,Noida,North
1703,5586,2594559,Yes,10,30,E1,20,20,0,No,No,Male,Direct,2,201301,29,Kerala,12-05-2014,Joined,INFRA,Noida,North
1704,5882,2614745,No,3,30,E2,22.49,22.49,0,No,No,Male,Direct,5,201301,28,Kerala,07-01-2013,Joined,INFRA,Noida,North
1705,6056,2780694,Yes,4,30,E1,36.05,42.86,5,No,No,Male,Employee Referral,0,201301,24,Kerala,24-02-2013,Joined,INFRA,Noida,North
1706,6076,2780895,Yes,29,30,E2,25,0,-20,No,No,Male,Direct,2,201301,25,Kerala,06-03-2013,Joined,INFRA,Noida,North
1707,6361,2815557,Yes,4,60,E2,48.81,57.74,6,No,No,Male,Employee Referral,6,201301,30,Kerala,17-05-2013,Joined,INFRA,Noida,North
1708,6382,2819835,No,11,30,E2,23.46,23.46,0,No,No,Male,Employee Referral,2,201301,25,Kerala,22-05-2013,Joined,INFRA,Noida,North
1709,6743,2855857,Yes,10,30,E2,35.14,35.14,0,No,No,Male,Employee Referral,6,201301,33,Kerala,22-05-2013,Not Joined,INFRA,Noida,North
1710,6848,2865859,Yes,21,60,E3,42.86,42.86,0,No,No,Male,Direct,7,201301,29,Kerala,23-06-2013,Joined,INFRA,Noida,North
1711,6849,2865860,No,0,60,E3,42.86,42.86,0,No,No,Male,Agency,9,201301,29,Kerala,24-06-2013,Joined,INFRA,Noida,North
1712,7132,3040352,No,0,30,E1,92.31,84.62,-4,No,No,Female,Direct,1,201301,20,Kerala,07-09-2013,Joined,INFRA,Noida,North
1713,7411,3195468,No,1,30,E2,23.81,23.81,0,No,No,Male,Employee Referral,5,201301,26,Kerala,26-08-2013,Joined,INFRA,Noida,North
1714,7490,3204640,No,19,30,E2,37.5,109.5,52.36,No,Yes,Male,Direct,4,201301,32,Kerala,17-09-2013,Joined,INFRA,Noida,North
1715,8400,3267682,Yes,102,90,E3,22.22,5.56,-13.64,No,No,Male,Agency,12,201301,37,Kerala,08-11-2013,Joined,INFRA,Noida,North
1716,8465,3274157,No,1,30,E2,66.67,83.33,10,No,No,Male,Employee Referral,6,201301,28,Kerala,27-11-2013,Joined,INFRA,Noida,North
1717,8566,3280367,No,2,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,201301,24,Kerala,19-12-2013,Joined,INFRA,Noida,North
1718,9091,3318667,Yes,16,30,E1,50,70,13.33,No,No,Male,Employee Referral,0,201301,25,Kerala,10-01-2014,Joined,INFRA,Noida,North
1719,9343,3334593,No,0,60,E2,113.96,113.96,0,No,No,Male,Direct,4,201301,34,Kerala,22-02-2014,Joined,INFRA,Noida,North
1720,9380,3339255,Yes,17,30,E2,13.89,13.89,0,No,Yes,Female,Direct,6,201301,34,Kerala,01-03-2014,Joined,INFRA,Noida,North
1721,10069,3399964,Yes,19,30,E1,25,25,0,No,No,Male,Direct,3,201301,34,Kerala,23-07-2014,Joined,INFRA,Noida,North
1722,10714,3476605,No,0,0,E1,42.86,42.86,0,No,No,Female,Agency,1,201301,34,Kerala,24-02-2013,Joined,INFRA,Noida,North
1723,10817,3488857,Yes,26,30,E2,62.5,37.5,-15.38,No,Yes,Male,Direct,3,201301,34,Kerala,22-03-2013,Joined,INFRA,Noida,North
1724,11041,3524328,Yes,11,45,E2,44.16,32.15,-8.33,No,No,Male,Employee Referral,3,201301,34,Kerala,25-04-2013,Joined,INFRA,Noida,North
1725,11783,3639026,No,12,0,E2,61.29,54.84,-4,No,Yes,Female,Employee Referral,4,201301,34,Kerala,25-05-2013,Joined,INFRA,Noida,North
1726,11974,3686582,No,2,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,3,201301,34,Kerala,05-07-2013,Joined,INFRA,Noida,North
1727,90,2352045,No,0,30,E1,-10.89,9.14,22.47,No,No,Male,Direct,1,201301,25,Haryana,03-06-2014,Joined,INFRA,Noida,North
1728,162,2480992,No,2,30,E2,30,44,10.77,No,No,Male,Direct,7,201301,31,Haryana,15-03-2013,Joined,INFRA,Noida,North
1729,205,2635526,Yes,7,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,4,201301,27,Haryana,01-05-2013,Joined,INFRA,Noida,North
1730,269,3030928,Yes,15,60,E3,42.85,42.85,0,No,No,Male,Employee Referral,5,201301,30,Haryana,11-07-2013,Joined,INFRA,Noida,North
1731,381,3342678,Yes,3,30,E3,57.14,28.57,-18.18,No,No,Female,Employee Referral,7,201301,29,Haryana,27-11-2013,Joined,INFRA,Noida,North
1732,519,2116859,Yes,70,60,,34.96,30.25,-3.49,No,No,Male,Direct,4,201301,29,Haryana,02-10-2013,Joined,INFRA,Noida,North
1733,695,2152130,Yes,6,0,E2,48.39,48.39,0,No,Yes,Male,Employee Referral,3,201301,29,Haryana,20-04-2014,Joined,INFRA,Noida,North
1734,887,2177575,No,1,0,E1,46.67,44,-1.82,No,No,Male,Agency,1,201301,25,Haryana,21-01-2013,Joined,INFRA,Noida,North
1735,894,2178776,No,0,0,E1,50,20,-20,No,No,Male,Direct,1,201301,28,Haryana,22-01-2013,Joined,INFRA,Noida,North
1736,990,2187355,No,3,30,E2,7.83,7.83,0,No,No,Female,Direct,3,201301,30,Haryana,24-02-2013,Joined,INFRA,Noida,North
1737,1053,2194577,No,22,30,E2,42.5,42.5,0,No,Yes,Male,Direct,2,201301,27,Haryana,14-01-2013,Joined,INFRA,Noida,North
1738,1137,2201057,No,0,0,E2,79.47,79.47,0,No,Yes,Male,Direct,8,201301,33,Haryana,09-02-2013,Joined,INFRA,Noida,North
1739,1147,2202103,Yes,1,45,E2,68.54,68.54,0,No,Yes,Male,Employee Referral,5,201301,33,Haryana,11-02-2013,Joined,INFRA,Noida,North
1740,1196,2207475,No,1,60,E1,50,50,0,No,No,Female,Employee Referral,1,201301,24,Haryana,26-02-2013,Joined,INFRA,Noida,North
1741,1256,2211544,Yes,4,30,E2,29.31,29.31,0,No,Yes,Male,Direct,4,201301,31,Haryana,19-03-2013,Joined,INFRA,Noida,North
1742,1306,2214038,No,44,60,E2,42.86,42.86,0,No,Yes,Male,Direct,3,201301,31,Haryana,30-03-2013,Joined,INFRA,Noida,North
1743,1309,2214384,No,0,0,E1,19.34,19.34,0,No,Yes,Male,Direct,1,201301,25,Haryana,31-03-2013,Joined,INFRA,Noida,North
1744,1752,2246749,No,33,45,E2,44.44,111.11,46.15,No,Yes,Male,Direct,6,201301,29,Haryana,03-04-2013,Joined,INFRA,Noida,North
1745,2293,2284984,No,6,30,E2,20,2.88,-14.27,No,Yes,Male,Direct,8,201301,35,Haryana,25-06-2013,Joined,INFRA,Noida,North
1746,2401,2286627,Yes,4,0,E1,20,34.72,12.27,No,Yes,Male,Direct,1,201301,27,Haryana,10-07-2013,Joined,INFRA,Noida,North
1747,2494,2298374,No,5,30,E2,50,50,0,No,No,Male,Direct,4,201301,32,Haryana,27-07-2013,Joined,INFRA,Noida,North
1748,2540,2309739,No,0,30,E2,44.74,44.74,0,No,No,Male,Direct,8,201301,28,Haryana,09-08-2013,Joined,INFRA,Noida,North
1749,2877,2351976,No,6,30,E2,30.95,30.95,0,No,No,Male,Direct,4,201301,28,Haryana,07-08-2013,Joined,INFRA,Noida,North
